shot_id,shot_made_flag
1155,0.677379
1165,0.355521
1167,0.778306
1172,0.400522
1174,0.751009
1180,0.436239
1200,0.382858
1202,0.407483
1227,0.636402
1228,0.679042
1229,0.328183
1237,0.359158
1241,0.360756
1256,0.278979
1279,0.389558
1293,0.439654
1295,0.301743
1319,0.74883
1320,0.376473
1321,0.796838
1322,0.763301
1334,0.275235
1351,0.741556
1373,0.353292
1375,0.302988
1380,0.422366
1382,0.673341
1385,0.562594
1399,0.336992
1403,0.864223
1428,0.254166
1434,0.342163
1444,0.857306
1448,0.375447
1466,0.849106
1476,0.373642
1478,0.387676
1485,0.32314
1491,0.7378
1494,0.699366
1500,0.361438
1501,0.721823
1503,0.406664
1519,0.711025
1524,0.39108
1529,0.773564
1533,0.717757
1538,0.907388
1539,0.32246
1546,0.407979
1555,0.335805
1559,0.373943
1563,0.718187
1565,0.725928
1574,0.364962
1591,0.324863
1594,0.249117
1605,0.276877
1611,0.406874
1614,0.360285
1620,0.385166
1626,0.307423
1630,0.411942
1632,0.395712
1634,0.355938
1643,0.337968
1651,0.398001
1655,0.378339
1658,0.298232
1659,0.360858
1665,0.380934
1675,0.3498
1680,0.743297
1690,0.382959
1696,0.300982
1714,0.271085
1721,0.357089
1726,0.394214
1728,0.392588
1734,0.386873
1735,0.324496
1740,0.326592
1744,0.823675
1747,0.363279
1752,0.286614
1763,0.691035
1765,0.714764
1769,0.375423
1785,0.770355
1787,0.334966
1788,0.36306
1793,0.326607
1800,0.36934
1825,0.425652
1826,0.729076
1834,0.35669
1843,0.334343
1844,0.330752
1848,0.334366
1849,0.356949
1860,0.356326
1863,0.356467
1875,0.735248
1883,0.360545
1890,0.388592
1892,0.405017
1893,0.407719
1897,0.320016
1905,0.406863
1908,0.623101
1931,0.297815
1940,0.8186
1943,0.372119
1947,0.205757
1965,0.769249
1967,0.423903
1968,0.401785
1972,0.731992
1982,0.30811
1985,0.301257
2005,0.806773
2010,0.824426
2021,0.372769
2024,0.799689
2036,0.392312
2043,0.601141
2047,0.562492
2049,0.38891
2055,0.313119
2065,0.411851
2066,0.31458
2070,0.279129
2077,0.882132
2085,0.67442
2095,0.675096
2097,0.74133
2108,0.408831
2112,0.697291
2113,0.704562
2122,0.227405
2139,0.392566
2144,0.674724
2146,0.296614
2148,0.245084
2149,0.736992
2157,0.369323
2159,0.366411
2168,0.39364
2176,0.338061
2178,0.705079
2181,0.284905
2187,0.778014
2188,0.298581
2190,0.296204
2194,0.356116
2197,0.269661
2214,0.319753
2217,0.222564
2222,0.412576
2223,0.31709
2226,0.315548
2230,0.699504
2240,0.414615
2247,0.329213
2250,0.327211
2259,0.571854
2262,0.404
2266,0.367556
2305,0.352812
2310,0.341151
2313,0.360574
2319,0.82799
2320,0.757443
2345,0.307286
2350,0.709501
2356,0.372852
2360,0.631603
2370,0.405466
2386,0.353368
2398,0.299534
2414,0.750515
2435,0.738609
2439,0.389894
2446,0.739421
2458,0.296862
2465,0.294807
2466,0.390053
2470,0.329334
2495,0.745188
2501,0.317362
2507,0.260296
2533,0.202068
2537,0.368244
2538,0.279507
2541,0.261452
2542,0.730439
2544,0.682021
2554,0.187629
2555,0.207805
2565,0.448353
2575,0.720577
2586,0.413993
2588,0.404431
2594,0.709145
2617,0.384414
2618,0.284919
2623,0.915194
2631,0.412302
2640,0.295093
2642,0.736323
2647,0.411888
2663,0.401536
2664,0.338355
2676,0.394794
2680,0.850988
2681,0.382701
2691,0.35514
2693,0.39441
2695,0.412644
2704,0.316821
2708,0.390099
2709,0.904881
2717,0.741281
2722,0.403106
2728,0.354652
2732,0.730439
2743,0.372696
2752,0.303856
2757,0.740151
2761,0.355658
2769,0.271386
2771,0.322456
2774,0.36154
2776,0.365744
2781,0.326585
2793,0.361595
2799,0.418685
2803,0.304389
2811,0.337228
2818,0.351182
2824,0.455876
2828,0.759296
2829,0.385104
2830,0.393161
2842,0.743699
2847,0.714296
2848,0.341553
2868,0.323298
2870,0.288438
2885,0.223812
2886,0.380453
2889,0.638603
2903,0.381766
2904,0.739421
2918,0.826914
2919,0.333303
2922,0.402178
2923,0.334174
2931,0.319589
2945,0.402113
2955,0.389439
2957,0.697573
2960,0.726599
2963,0.295242
2966,0.822935
2972,0.680622
2974,0.336944
2982,0.299449
2984,0.57783
3016,0.411874
3021,0.340497
3023,0.819343
3025,0.399927
3029,0.271007
3034,0.739421
3038,0.353153
3040,0.41581
3051,0.797667
3062,0.322232
3069,0.363729
3071,0.300461
3076,0.874129
3079,0.297988
3081,0.264525
3082,0.39312
3084,0.852517
3098,0.373772
3104,0.386136
3105,0.376994
3114,0.748865
3118,0.410307
3122,0.276341
3132,0.260161
3138,0.414404
3141,0.408347
3156,0.698991
3162,0.720408
3167,0.357664
3170,0.349033
3171,0.287432
3172,0.340207
3176,0.919511
3180,0.356168
3189,0.265486
3198,0.349306
3206,0.387763
3215,0.378087
3222,0.727608
3228,0.365756
3229,0.304218
3232,0.243966
3233,0.223312
3238,0.318841
3256,0.391996
3264,0.649278
3273,0.393182
3275,0.764539
3285,0.414277
3289,0.287213
3294,0.321429
3306,0.385675
3311,0.745588
3318,0.378836
3322,0.713155
3324,0.358552
3334,0.694637
3341,0.412419
3345,0.259342
3346,0.870003
3352,0.28192
3368,0.334834
3371,0.20183
3372,0.421306
3375,0.399405
3384,0.31026
3387,0.294201
3393,0.365645
3406,0.421506
3411,0.52493
3412,0.59166
3414,0.573168
3417,0.695331
3420,0.755626
3423,0.755626
3436,0.273784
3438,0.706161
3442,0.271363
3443,0.357157
3451,0.28312
3461,0.401544
3489,0.291114
3491,0.582908
3510,0.661764
3515,0.598513
3527,0.36288
3530,0.360759
3540,0.312208
3582,0.254401
3604,0.322193
3605,0.302904
3609,0.307998
3624,0.232516
3628,0.748213
3630,0.264186
3641,0.267346
3642,0.244935
3648,0.357928
3650,0.902265
3652,0.859492
3660,0.391621
3664,0.289675
3670,0.326421
3672,0.385193
3680,0.394267
3682,0.894535
3685,0.64633
3686,0.315939
3689,0.394437
3705,0.376262
3712,0.318316
3713,0.338337
3719,0.292982
3721,0.318073
3723,0.711962
3724,0.276087
3727,0.294892
3733,0.515391
3734,0.413643
3742,0.338815
3770,0.239027
3777,0.316907
3778,0.31816
3780,0.368616
3783,0.363096
3784,0.361784
3788,0.351191
3790,0.352291
3794,0.374788
3795,0.415063
3796,0.386779
3801,0.608478
3806,0.395013
3813,0.408698
3814,0.408698
3818,0.336122
3824,0.381376
3836,0.381645
3853,0.392887
3855,0.325318
3858,0.347827
3861,0.729901
3866,0.322446
3870,0.373703
3874,0.904708
3876,0.26611
3878,0.266978
3890,0.389113
3900,0.902058
3904,0.368528
3906,0.361444
3907,0.355067
3908,0.35157
3912,0.352099
3918,0.926821
3923,0.930504
3924,0.3833
3925,0.240153
3927,0.74161
3955,0.893469
3964,0.362554
3969,0.325372
3974,0.718503
3976,0.408415
3984,0.30136
3991,0.387255
3993,0.919792
4009,0.308354
4011,0.384673
4020,0.387208
4033,0.35715
4041,0.374654
4045,0.821284
4052,0.369266
4055,0.362301
4056,0.371744
4057,0.369694
4067,0.90749
4069,0.389784
4077,0.320488
4094,0.362252
4095,0.353169
4100,0.392688
4119,0.368595
4130,0.660612
4131,0.382834
4132,0.654795
4134,0.637869
4137,0.7038
4138,0.379477
4143,0.305071
4145,0.4263
4148,0.33454
4163,0.235817
4166,0.365787
4169,0.741801
4170,0.415928
4174,0.403
4180,0.350653
4199,0.919511
4201,0.344354
4203,0.396271
4210,0.027184
4211,0.333522
4213,0.932778
4225,0.394217
4235,0.267697
4242,0.342498
4245,0.341641
4250,0.411226
4252,0.40172
4254,0.353924
4263,0.33412
4264,0.33412
4268,0.312483
4270,0.411868
4282,0.738224
4283,0.322159
4291,0.383763
4304,0.389709
4306,0.303927
4309,0.28234
4310,0.32089
4313,0.263442
4314,0.348098
4315,0.334973
4321,0.386001
4324,0.358527
4325,0.351742
4328,0.335413
4329,0.278956
4332,0.360686
4337,0.323798
4342,0.396569
4344,0.39563
4352,0.368985
4355,0.344304
4366,0.32458
4371,0.321159
4372,0.344464
4376,0.326127
4384,0.331485
4387,0.328875
4389,0.386767
4390,0.348949
4406,0.358424
4407,0.735076
4409,0.923154
4410,0.764161
4424,0.364473
4434,0.339845
4452,0.430225
4460,0.380489
4470,0.729409
4480,0.343695
4496,0.929244
4503,0.279963
4512,0.382645
4518,0.72903
4519,0.379734
4522,0.325854
4525,0.355975
4537,0.731151
4546,0.27423
4547,0.874105
4553,0.367073
4556,0.35858
4558,0.825252
4563,0.236312
4568,0.337991
4574,0.755138
4578,0.26815
4587,0.349248
4592,0.635267
4610,0.365753
4615,0.495829
4619,0.378305
4620,0.665814
4625,0.731529
4635,0.353562
4636,0.373978
4641,0.371784
4650,0.334921
4653,0.832113
4665,0.317657
4668,0.863927
4669,0.314197
4670,0.324058
4674,0.336648
4675,0.369317
4676,0.275479
4679,0.290781
4680,0.817664
4686,0.32111
4699,0.410952
4713,0.690866
4718,0.323892
4721,0.314053
4722,0.295757
4724,0.342391
4730,0.888709
4731,0.345794
4735,0.38457
4743,0.338349
4745,0.287749
4746,0.602719
4747,0.363344
4748,0.351243
4769,0.368755
4771,0.376583
4774,0.320105
4784,0.374525
4797,0.364637
4801,0.737133
4804,0.219801
4820,0.278076
4833,0.38153
4834,0.334402
4851,0.31161
4859,0.318256
4860,0.903209
4863,0.398303
4873,0.396731
4881,0.271412
4892,0.347864
4908,0.357473
4911,0.311875
4915,0.273324
4922,0.33795
4929,0.35459
4936,0.302741
4939,0.398959
4951,0.329848
4956,0.293343
4961,0.359518
4964,0.317943
4981,0.370583
4991,0.930939
4992,0.343751
4997,0.388766
5004,0.33326
5010,0.344476
5012,0.398345
5015,0.232976
5020,0.376997
5030,0.349943
5051,0.919769
5052,0.353152
5057,0.816009
5058,0.418855
5060,0.388144
5061,0.362085
5064,0.41431
5078,0.39892
5080,0.417175
5088,0.410402
5089,0.592776
5090,0.357009
5103,0.833676
5108,0.357405
5114,0.317828
5115,0.362242
5124,0.684477
5137,0.363562
5139,0.299127
5144,0.358185
5149,0.738325
5157,0.321217
5163,0.314001
5174,0.363791
5176,0.406175
5179,0.290057
5186,0.411475
5203,0.81054
5204,0.752835
5206,0.242064
5207,0.728976
5220,0.375503
5221,0.737559
5224,0.355811
5227,0.282475
5229,0.234482
5232,0.747626
5240,0.718626
5242,0.698672
5243,0.323815
5245,0.766579
5248,0.35568
5249,0.263009
5254,0.332756
5269,0.387808
5272,0.398173
5276,0.388748
5286,0.766814
5290,0.301593
5308,0.325133
5316,0.396606
5318,0.353924
5319,0.359367
5320,0.469007
5322,0.324703
5324,0.300147
5331,0.75806
5336,0.909871
5344,0.344659
5354,0.296317
5356,0.026389
5358,0.287891
5361,0.39222
5365,0.703496
5370,0.575965
5376,0.356872
5383,0.397315
5384,0.362168
5385,0.363712
5393,0.737992
5397,0.359542
5398,0.351829
5402,0.370792
5407,0.64006
5409,0.390935
5425,0.359835
5428,0.72427
5430,0.392936
5442,0.366488
5447,0.348419
5470,0.383913
5485,0.339781
5493,0.314188
5502,0.592637
5504,0.352899
5517,0.282359
5522,0.368599
5527,0.765082
5528,0.299994
5536,0.551349
5545,0.300944
5576,0.34148
5577,0.282496
5592,0.293872
5594,0.283658
5595,0.366636
5596,0.33796
5599,0.418389
5606,0.356214
5617,0.353246
5625,0.787605
5626,0.265074
5627,0.730547
5642,0.736317
5659,0.926103
5664,0.743053
5666,0.796464
5671,0.315879
5674,0.37363
5677,0.618247
5681,0.338882
5683,0.0251917
5700,0.369242
5713,0.413301
5715,0.40732
5718,0.381874
5726,0.603786
5738,0.357101
5741,0.786326
5743,0.83166
5753,0.32506
5761,0.309194
5789,0.575271
5797,0.36374
5803,0.325953
5810,0.398508
5813,0.372554
5817,0.304224
5818,0.318968
5822,0.294988
5829,0.564068
5846,0.47187
5847,0.288839
5854,0.312283
5858,0.368953
5863,0.314074
5869,0.277383
5870,0.316987
5876,0.179
5881,0.26212
5901,0.324671
5922,0.650008
5928,0.750956
5933,0.334558
5934,0.748879
5946,0.380959
5951,0.288459
5955,0.345399
5956,0.895577
5965,0.343894
5972,0.346389
5981,0.266609
5997,0.359977
6005,0.280747
6009,0.256466
6010,0.323662
6015,0.339025
6039,0.278624
6047,0.754276
6051,0.0245409
6056,0.385746
6061,0.351929
6064,0.271484
6065,0.390115
6070,0.325284
6085,0.757039
6086,0.264968
6091,0.767337
6097,0.278442
6099,0.35568
6104,0.757039
6108,0.359835
6109,0.35568
6124,0.71907
6142,0.744578
6144,0.366146
6150,0.374784
6154,0.360647
6155,0.324073
6156,0.918773
6158,0.37941
6159,0.920479
6169,0.734703
6170,0.0247432
6179,0.379078
6184,0.592148
6186,0.82123
6204,0.167168
6230,0.403765
6231,0.395617
6232,0.887477
6235,0.383115
6237,0.712429
6239,0.363463
6263,0.335837
6265,0.338288
6270,0.560118
6271,0.276739
6278,0.333547
6279,0.715715
6288,0.32139
6294,0.317625
6295,0.233512
6302,0.72019
6306,0.363199
6322,0.829643
6324,0.407639
6327,0.292117
6331,0.408366
6334,0.351002
6338,0.681066
6339,0.681812
6362,0.36989
6372,0.359835
6375,0.786339
6393,0.291166
6394,0.40717
6405,0.909176
6406,0.524575
6416,0.750058
6421,0.35568
6422,0.303518
6440,0.930404
6457,0.749647
6460,0.718165
6463,0.359128
6474,0.768532
6476,0.373982
6477,0.358362
6482,0.764011
6488,0.319219
6489,0.288598
6494,0.315579
6499,0.708196
6507,0.309039
6524,0.361513
6527,0.317159
6531,0.33508
6536,0.352915
6538,0.10844
6542,0.803764
6565,0.33227
6584,0.40037
6588,0.376117
6597,0.335805
6603,0.743979
6609,0.753766
6613,0.764011
6622,0.292103
6630,0.381307
6637,0.285863
6639,0.768103
6640,0.231144
6646,0.413374
6647,0.40983
6648,0.933466
6669,0.302819
6680,0.283242
6681,0.295558
6684,0.0475852
6693,0.394911
6694,0.339807
6704,0.273899
6706,0.329917
6710,0.376969
6713,0.35992
6718,0.21018
6732,0.404135
6737,0.374222
6739,0.335336
6742,0.391204
6746,0.674415
6753,0.333705
6771,0.251684
6784,0.290508
6790,0.90542
6795,0.360906
6807,0.329976
6808,0.342775
6818,0.310346
6823,0.388578
6830,0.405121
6831,0.393991
6832,0.368792
6836,0.406732
6846,0.359099
6850,0.370119
6854,0.37931
6868,0.761599
6876,0.716661
6877,0.724891
6881,0.235877
6882,0.402007
6884,0.410678
6886,0.38019
6901,0.403887
6910,0.403588
6913,0.3495
6914,0.752173
6918,0.731007
6930,0.624903
6941,0.330487
6944,0.711399
6945,0.311573
6947,0.359835
6949,0.774164
6952,0.420808
6963,0.711965
6964,0.707576
6972,0.730527
6979,0.546752
6981,0.347691
6988,0.775596
6990,0.388084
6998,0.348364
7004,0.393857
7016,0.546566
7027,0.38086
7042,0.304395
7056,0.259536
7061,0.305882
7069,0.738994
7071,0.398368
7088,0.77913
7099,0.40915
7108,0.350529
7121,0.74644
7125,0.767349
7136,0.646691
7149,0.706837
7150,0.608661
7151,0.304167
7167,0.367556
7177,0.741954
7178,0.22666
7183,0.67476
7186,0.403437
7190,0.279333
7201,0.416281
7202,0.404637
7207,0.381112
7213,0.398211
7224,0.684672
7225,0.301593
7233,0.353255
7239,0.337587
7246,0.299142
7248,0.366392
7261,0.356214
7264,0.381104
7266,0.338471
7274,0.308749
7279,0.301613
7293,0.363383
7315,0.311733
7322,0.388542
7326,0.754666
7341,0.372617
7363,0.352915
7365,0.769635
7371,0.346392
7377,0.387835
7393,0.760345
7405,0.284526
7410,0.330863
7434,0.707084
7438,0.380203
7447,0.798934
7450,0.653867
7452,0.363078
7453,0.277123
7455,0.322067
7456,0.392073
7457,0.894973
7466,0.349155
7470,0.744421
7474,0.362333
7487,0.566904
7488,0.37249
7492,0.663173
7496,0.37949
7501,0.543161
7505,0.555378
7512,0.342072
7526,0.616331
7536,0.562054
7538,0.709001
7539,0.421221
7544,0.741506
7554,0.557511
7564,0.287446
7566,0.717639
7580,0.685173
7581,0.800252
7584,0.347723
7587,0.332009
7589,0.393263
7590,0.418145
7594,0.727946
7597,0.340041
7602,0.787234
7603,0.313529
7605,0.762132
7609,0.381311
7613,0.3495
7619,0.264059
7625,0.313494
7626,0.407508
7636,0.404064
7639,0.745092
7641,0.355781
7643,0.838016
7644,0.309163
7657,0.377155
7661,0.825077
7666,0.321148
7673,0.350744
7683,0.357976
7685,0.40023
7699,0.331958
7704,0.645341
7705,0.57461
7708,0.60526
7728,0.281892
7733,0.382304
7741,0.330563
7743,0.355814
7745,0.35317
7754,0.782591
7756,0.331105
7757,0.390024
7770,0.745992
7773,0.923623
7774,0.383774
7776,0.74093
7777,0.357184
7778,0.368788
7781,0.322454
7784,0.335137
7789,0.749346
7794,0.709217
7799,0.377035
7801,0.768772
7818,0.271637
7823,0.358973
7828,0.383714
7832,0.383738
7839,0.355205
7851,0.786263
7856,0.390473
7868,0.330424
7869,0.238616
7872,0.328716
7874,0.348674
7878,0.316838
7888,0.390906
7913,0.333221
7923,0.392504
7925,0.360519
7926,0.616588
7938,0.357812
7942,0.725756
7945,0.340371
7954,0.744562
7963,0.328955
7969,0.395788
7970,0.359661
7977,0.35952
7981,0.302013
7990,0.251186
8020,0.577715
8023,0.385478
8025,0.593718
8034,0.402702
8039,0.389445
8046,0.335809
8051,0.332154
8055,0.358297
8060,0.387866
8063,0.307307
8073,0.924087
8074,0.421008
8076,0.698107
8080,0.377008
8088,0.341024
8102,0.635006
8103,0.40962
8104,0.40962
8105,0.33077
8109,0.259962
8115,0.40736
8121,0.721038
8126,0.29377
8135,0.818128
8153,0.773785
8156,0.295581
8160,0.771363
8161,0.372824
8162,0.348397
8171,0.383891
8181,0.366295
8183,0.386428
8185,0.275563
8191,0.921115
8203,0.276848
8204,0.732907
8207,0.588677
8208,0.38107
8209,0.593909
8210,0.313246
8225,0.362146
8226,0.37425
8231,0.549881
8233,0.225234
8244,0.676019
8250,0.337713
8261,0.359908
8265,0.313389
8278,0.397289
8279,0.383921
8280,0.268935
8296,0.753812
8299,0.378841
8300,0.384843
8301,0.292509
8305,0.398932
8327,0.350556
8334,0.38429
8349,0.309788
8355,0.328867
8361,0.326632
8362,0.35072
8364,0.336056
8365,0.325655
8375,0.346265
8378,0.783572
8380,0.328075
8381,0.366458
8387,0.402791
8399,0.77131
8402,0.914469
8409,0.407693
8433,0.733454
8436,0.416723
8442,0.360155
8448,0.337429
8464,0.370194
8469,0.632563
8474,0.641362
8478,0.379926
8482,0.37655
8490,0.232876
8510,0.342637
8511,0.353044
8527,0.338149
8532,0.305195
8533,0.338552
8538,0.32823
8541,0.405764
8545,0.343406
8553,0.291846
8554,0.375146
8555,0.359836
8569,0.321535
8586,0.862621
8593,0.384585
8600,0.920027
8606,0.855169
8607,0.325984
8611,0.301683
8613,0.772336
8618,0.74892
8630,0.315508
8637,0.324749
8650,0.368088
8652,0.219673
8661,0.36646
8669,0.372607
8673,0.397844
8674,0.400544
8678,0.739693
8682,0.358919
8688,0.307541
8689,0.699402
8695,0.360463
8698,0.351494
8703,0.311849
8709,0.395194
8716,0.407
8723,0.367116
8737,0.587274
8753,0.34987
8773,0.406518
8774,0.354503
8778,0.711179
8786,0.531968
8794,0.384501
8795,0.590826
8800,0.302735
8804,0.37882
8808,0.340727
8809,0.268579
8817,0.35186
8818,0.312506
8825,0.350044
8830,0.354517
8833,0.398892
8834,0.330073
8836,0.417996
8837,0.364831
8844,0.308992
8851,0.366289
8861,0.898168
8864,0.399594
8865,0.381366
8869,0.307846
8873,0.753812
8880,0.840248
8884,0.259219
8888,0.335073
8889,0.272113
8891,0.779115
8893,0.317468
8897,0.4163
8905,0.383272
8910,0.745642
8918,0.339169
8939,0.355565
8940,0.32352
8941,0.369294
8944,0.338903
8949,0.29158
8950,0.351056
8958,0.844826
8967,0.769047
8975,0.703549
8979,0.314284
8980,0.346893
8991,0.249929
8995,0.219667
8996,0.365706
8998,0.701123
9000,0.385664
9001,0.637919
9002,0.377356
9024,0.415284
9026,0.339742
9027,0.323491
9034,0.386135
9038,0.343707
9050,0.341726
9052,0.867212
9054,0.391876
9078,0.749346
9097,0.252824
9109,0.308481
9112,0.630139
9115,0.393673
9125,0.392452
9132,0.257629
9136,0.245099
9139,0.323709
9140,0.322792
9142,0.588853
9143,0.298379
9147,0.535184
9159,0.342824
9165,0.687244
9172,0.39009
9177,0.396519
9179,0.364819
9185,0.376319
9196,0.905765
9201,0.400642
9209,0.397271
9210,0.628285
9212,0.201985
9214,0.372584
9240,0.928565
9241,0.312736
9244,0.372316
9249,0.311608
9250,0.773905
9255,0.397762
9258,0.536204
9263,0.32344
9266,0.644983
9269,0.312072
9272,0.359911
9276,0.741791
9290,0.358172
9299,0.375265
9303,0.284562
9310,0.134171
9311,0.335381
9314,0.306998
9315,0.771758
9325,0.345017
9328,0.557404
9329,0.374423
9332,0.928169
9337,0.435836
9353,0.85318
9355,0.327982
9356,0.357621
9362,0.788993
9364,0.325456
9366,0.325456
9387,0.871896
9388,0.920283
9396,0.354465
9400,0.34971
9406,0.379297
9411,0.357659
9416,0.768911
9417,0.778952
9423,0.776555
9425,0.413198
9426,0.403683
9427,0.30549
9429,0.767349
9430,0.801078
9434,0.289668
9442,0.417156
9458,0.315064
9476,0.343629
9481,0.375429
9483,0.422757
9484,0.385032
9487,0.766527
9488,0.367475
9490,0.361238
9502,0.876303
9505,0.342404
9509,0.336103
9515,0.414804
9516,0.396973
9532,0.2598
9539,0.610526
9542,0.331631
9549,0.381901
9550,0.546644
9553,0.320318
9554,0.217371
9561,0.316033
9566,0.382364
9571,0.36932
9577,0.370863
9584,0.38229
9592,0.371081
9596,0.773427
9602,0.314395
9603,0.353136
9604,0.745654
9608,0.745037
9609,0.41926
9613,0.407971
9623,0.383078
9630,0.921194
9633,0.407679
9648,0.366797
9665,0.359661
9668,0.377727
9678,0.354583
9679,0.31463
9693,0.758322
9718,0.775596
9720,0.782238
9744,0.336353
9745,0.339519
9746,0.695709
9753,0.346513
9758,0.349324
9759,0.330854
9763,0.357819
9766,0.34665
9767,0.346677
9777,0.722389
9781,0.3811
9789,0.319173
9790,0.310463
9799,0.305287
9802,0.305936
9805,0.742824
9807,0.279669
9812,0.304186
9818,0.338999
9820,0.778952
9822,0.404667
9824,0.362083
9834,0.354478
9836,0.250837
9847,0.339333
9864,0.792149
9869,0.371625
9875,0.392144
9880,0.348131
9889,0.768528
9894,0.383677
9909,0.76348
9915,0.406339
9919,0.276071
9920,0.767349
9940,0.763696
9946,0.5865
9958,0.785331
9959,0.404988
9973,0.753684
9976,0.346426
9978,0.428772
9982,0.400224
9987,0.321302
9988,0.226263
9992,0.398436
10000,0.0249994
10002,0.781665
10005,0.394268
10008,0.28119
10009,0.371538
10011,0.272518
10021,0.301179
10022,0.733106
10053,0.359675
10074,0.387436
10076,0.39804
10090,0.322588
10092,0.27343
10099,0.403435
10102,0.370234
10103,0.348979
10106,0.401519
10108,0.754294
10113,0.753812
10119,0.307402
10122,0.351796
10125,0.32305
10140,0.312626
10155,0.341023
10159,0.382574
10164,0.396236
10175,0.408779
10176,0.736065
10178,0.415711
10186,0.410928
10200,0.309153
10204,0.383067
10206,0.368426
10211,0.404411
10212,0.411837
10217,0.394357
10220,0.409212
10230,0.409361
10234,0.316739
10235,0.370267
10239,0.342382
10240,0.343789
10242,0.31813
10245,0.348504
10246,0.703186
10247,0.349968
10250,0.320921
10254,0.786902
10257,0.397933
10260,0.363777
10261,0.766526
10265,0.389904
10273,0.308489
10274,0.319286
10277,0.307757
10289,0.827864
10290,0.306046
10298,0.397219
10301,0.377343
10304,0.35748
10305,0.392301
10313,0.374094
10320,0.354018
10323,0.343622
10328,0.303256
10332,0.915098
10336,0.91586
10343,0.403407
10348,0.410129
10350,0.323044
10351,0.341189
10354,0.350611
10372,0.259295
10373,0.756279
10380,0.383804
10383,0.264664
10396,0.727613
10397,0.403012
10399,0.745837
10400,0.401055
10401,0.333081
10402,0.333377
10403,0.376729
10410,0.816856
10412,0.558309
10415,0.309332
10424,0.391072
10428,0.292943
10432,0.362152
10462,0.353468
10477,0.330614
10482,0.367053
10484,0.367957
10493,0.366238
10495,0.341218
10497,0.316036
10516,0.378203
10521,0.219592
10522,0.831706
10523,0.770776
10528,0.369288
10530,0.231405
10532,0.56794
10533,0.385707
10543,0.851838
10547,0.602805
10552,0.411494
10558,0.302509
10571,0.346672
10572,0.279209
10574,0.278023
10583,0.449097
10600,0.343966
10607,0.618972
10608,0.56864
10614,0.207974
10630,0.362871
10634,0.410913
10635,0.388568
10641,0.749194
10643,0.560286
10644,0.40325
10648,0.560286
10669,0.368039
10675,0.550514
10686,0.759276
10704,0.406757
10707,0.361574
10722,0.311504
10736,0.746987
10764,0.265175
10767,0.758322
10776,0.394179
10779,0.411236
10781,0.385474
10792,0.714729
10797,0.384828
10798,0.393493
10801,0.524915
10802,0.510674
10805,0.364163
10808,0.360815
10810,0.819062
10816,0.359316
10817,0.381259
