shot_id,shot_made_flag
3079,0.295208
3081,0.233275
3082,0.409456
3084,0.870265
3098,0.380044
3104,0.405924
3105,0.428453
3114,0.759238
3118,0.395674
3122,0.271184
3132,0.245287
3138,0.420655
3141,0.424555
3156,0.719688
3162,0.720203
3167,0.34542
3170,0.370682
3171,0.25928
3172,0.347106
3176,0.894986
3180,0.380778
3189,0.279236
3198,0.344498
3206,0.384678
3215,0.365883
3222,0.709568
3228,0.328394
3229,0.275628
3232,0.238968
3233,0.206049
3238,0.328919
3256,0.426963
3264,0.581636
3273,0.383705
3275,0.745796
3285,0.631412
3289,0.243095
3294,0.317381
3306,0.399698
3311,0.760969
3318,0.35005
3322,0.652852
3324,0.352861
3334,0.637644
3341,0.384099
3345,0.260387
3346,0.821525
3352,0.28205
3368,0.320045
3371,0.162855
3372,0.418773
3375,0.417083
3384,0.325507
3387,0.26696
3393,0.36824
3406,0.432306
3411,0.573648
3412,0.59056
3414,0.544405
3417,0.719398
3420,0.801426
3423,0.78159
3436,0.273311
3438,0.703281
3442,0.253127
3443,0.35479
3451,0.261021
3461,0.398163
3489,0.253802
3491,0.516508
3510,0.657125
3515,0.540488
3527,0.345914
3530,0.382093
3540,0.313793
3582,0.219056
3604,0.354375
3605,0.277386
3609,0.321095
3624,0.185084
3628,0.786251
3630,0.241198
3641,0.241441
3642,0.236227
3648,0.370091
3650,0.888995
3652,0.862446
3660,0.393775
3664,0.28436
3670,0.347439
3672,0.395861
3680,0.386599
3682,0.868202
3685,0.641861
3686,0.334213
3689,0.396119
3705,0.371919
3712,0.298929
3713,0.37606
3719,0.291315
3721,0.321708
3723,0.672715
3724,0.245448
3727,0.267033
3733,0.498271
3734,0.428447
3742,0.362991
3770,0.202577
3777,0.325713
3778,0.347338
3780,0.365313
3783,0.384209
3784,0.385079
3788,0.349426
3790,0.354443
3794,0.376749
3795,0.416226
3796,0.420223
3801,0.5386
3806,0.404564
3813,0.408383
3814,0.401453
3818,0.511794
3824,0.386753
3836,0.397156
3853,0.409747
3855,0.307133
3858,0.366927
3861,0.744535
3866,0.279623
3870,0.412224
3874,0.861774
3876,0.246631
3878,0.272663
3890,0.409153
3900,0.895256
3904,0.356994
3906,0.393262
3907,0.395774
3908,0.351382
3912,0.359992
3918,0.84089
3923,0.836317
3924,0.41725
3925,0.26782
3927,0.687881
3955,0.848597
3964,0.368849
3969,0.360725
3974,0.72315
3976,0.426691
3984,0.302702
3991,0.397298
3993,0.901882
4009,0.283483
4011,0.398666
4020,0.370478
4033,0.353717
4041,0.407764
4045,0.783776
4052,0.405777
4055,0.351655
4056,0.353605
4057,0.358725
4067,0.874067
4069,0.398115
4077,0.350957
4094,0.386155
4095,0.36209
4100,0.405034
4119,0.375049
4130,0.651971
4131,0.397703
4132,0.618636
4134,0.612404
4137,0.725923
4138,0.381706
4143,0.282562
4145,0.400411
4148,0.334146
4163,0.167067
4166,0.411339
4169,0.739381
4170,0.450149
4174,0.401206
4180,0.31481
4199,0.886802
4201,0.38453
4203,0.338585
4210,0.0277711
4211,0.387282
4213,0.863546
4225,0.405699
4235,0.268389
4242,0.343152
4245,0.331766
4250,0.433169
4252,0.386772
4254,0.356396
4263,0.363931
4264,0.357496
4268,0.321773
4270,0.400608
4282,0.758626
4283,0.319796
4291,0.380901
4304,0.386536
4306,0.309192
4309,0.280219
4310,0.335992
4313,0.228178
4314,0.341921
4315,0.308127
4321,0.390904
4324,0.361353
4325,0.364115
4328,0.322075
4329,0.278324
4332,0.355194
4337,0.348315
4342,0.426009
4344,0.422499
4352,0.423686
4355,0.322745
4366,0.291339
4371,0.325986
4372,0.383059
4376,0.293403
4384,0.311628
4387,0.305956
4389,0.425331
4390,0.367978
4406,0.332792
4407,0.765565
4409,0.907447
4410,0.772708
4424,0.384556
4434,0.314269
4452,0.486062
4460,0.333616
4470,0.735697
4480,0.351474
4496,0.849224
4503,0.291896
4512,0.373835
4518,0.744929
4519,0.414903
4522,0.307588
4525,0.363482
4537,0.665624
4546,0.269949
4547,0.704219
4553,0.403632
4556,0.393866
4558,0.817708
4563,0.159522
4568,0.317194
4574,0.780783
4578,0.238931
4587,0.375339
4592,0.572721
4610,0.364092
4615,0.628099
4619,0.382775
4620,0.609301
4625,0.739176
4635,0.372324
4636,0.389073
4641,0.386521
4650,0.322385
4653,0.808026
4665,0.333195
4668,0.841338
4669,0.294603
4670,0.327239
4674,0.309723
4675,0.408521
4676,0.234444
4679,0.283614
4680,0.783166
4686,0.319939
4699,0.455421
4713,0.66843
4718,0.37764
4721,0.330603
4722,0.305303
4724,0.355837
4730,0.810596
4731,0.335754
4735,0.346439
4743,0.297123
4745,0.282106
4746,0.593029
4747,0.347002
4748,0.353683
4769,0.386661
4771,0.408306
4774,0.320637
4784,0.373565
4797,0.426834
4801,0.704535
4804,0.162452
4820,0.269216
4833,0.35113
4834,0.358848
4851,0.267011
4859,0.303517
4860,0.804014
4863,0.398266
4873,0.438583
4881,0.254851
4892,0.338569
4908,0.351504
4911,0.300479
4915,0.24322
4922,0.329965
4929,0.379471
4936,0.296822
4939,0.427098
4951,0.290491
4956,0.28639
4961,0.37831
4964,0.311191
4981,0.390504
4991,0.836916
4992,0.315155
4997,0.368124
5004,0.306862
5010,0.314486
5012,0.416728
5015,0.131813
5020,0.39651
5030,0.342653
5051,0.90555
5052,0.342935
5057,0.718305
5058,0.456922
5060,0.413733
5061,0.36769
5064,0.402775
5078,0.393376
5080,0.400114
5088,0.430469
5089,0.694491
5090,0.388308
5103,0.819398
5108,0.351486
5114,0.316835
5115,0.346439
5124,0.679849
5137,0.389937
5139,0.282093
5144,0.33096
5149,0.802028
5157,0.319315
5163,0.27148
5174,0.343014
5176,0.431678
5179,0.287747
5186,0.444388
5203,0.775039
5204,0.75332
5206,0.243691
5207,0.731959
5220,0.35535
5221,0.760901
5224,0.372539
5227,0.218784
5229,0.199976
5232,0.73847
5240,0.748484
5242,0.62339
5243,0.324212
5245,0.747432
5248,0.360115
5249,0.248038
5254,0.307243
5269,0.367727
5272,0.39389
5276,0.361251
5286,0.778271
5290,0.294619
5308,0.310612
5316,0.414979
5318,0.353478
5319,0.359821
5320,0.617513
5322,0.32245
5324,0.278684
5331,0.732407
5336,0.883958
5344,0.323083
5354,0.321908
5356,0.0301387
5358,0.29063
5361,0.405288
5365,0.804962
5370,0.585004
5376,0.320275
5383,0.406442
5384,0.360608
5385,0.366121
5393,0.780249
5397,0.378474
5398,0.380502
5402,0.382819
5407,0.685531
5409,0.397755
5425,0.348027
5428,0.708597
5430,0.392054
5442,0.389064
5447,0.351945
5470,0.367218
5485,0.322849
5493,0.315357
5502,0.607422
5504,0.36037
5517,0.235013
5522,0.372321
5527,0.772398
5528,0.296515
5536,0.590481
5545,0.288149
5576,0.348216
5577,0.285046
5592,0.288957
5594,0.271894
5595,0.370262
5596,0.339183
5599,0.434224
5606,0.356272
5617,0.365855
5625,0.789018
5626,0.266709
5627,0.734044
5642,0.724853
5659,0.814469
5664,0.766526
5666,0.84533
5671,0.288593
5674,0.408985
5677,0.599544
5681,0.329538
5683,0.0234976
5700,0.377522
5713,0.447824
5715,0.441751
5718,0.37002
5726,0.609321
5738,0.391561
5741,0.775051
5743,0.821769
5753,0.36672
5761,0.371873
5789,0.633937
5797,0.38021
5803,0.293196
5810,0.392478
5813,0.361285
5817,0.288251
5818,0.285004
5822,0.283078
5829,0.451137
5846,0.600383
5847,0.256829
5854,0.284605
5858,0.367207
5863,0.289173
5869,0.263477
5870,0.293731
5876,0.126118
5881,0.24729
5901,0.310247
5922,0.579792
5928,0.761434
5933,0.332858
5934,0.756468
5946,0.408338
5951,0.272104
5955,0.323896
5956,0.8826
5965,0.3435
5972,0.354825
5981,0.241334
5997,0.337421
6005,0.233324
6009,0.248184
6010,0.345486
6015,0.326748
6039,0.261227
6047,0.781723
6051,0.0181565
6056,0.396653
6061,0.350094
6064,0.247721
6065,0.403455
6070,0.330885
6085,0.758712
6086,0.189325
6091,0.798508
6097,0.2707
6099,0.403978
6104,0.714663
6108,0.390811
6109,0.411845
6124,0.681239
6142,0.752175
6144,0.376474
6150,0.337035
6154,0.35778
6155,0.322159
6156,0.907384
6158,0.366501
6159,0.895279
6169,0.757166
6170,0.0246535
6179,0.421422
6184,0.618355
6186,0.780978
6204,0.159569
6230,0.417096
6231,0.362111
6232,0.862384
6235,0.38332
6237,0.728003
6239,0.38679
6263,0.365644
6265,0.328257
6270,0.452856
6271,0.25282
6278,0.336252
6279,0.70956
6288,0.327101
6294,0.335689
6295,0.252758
6302,0.669581
6306,0.343788
6322,0.792139
6324,0.427701
6327,0.293846
6331,0.430421
6334,0.317902
6338,0.669053
6339,0.658386
6362,0.354649
6372,0.347219
6375,0.766676
6393,0.271079
6394,0.400595
6405,0.842005
6406,0.514732
6416,0.740609
6421,0.405423
6422,0.271074
6440,0.837616
6457,0.782544
6460,0.645503
6463,0.352211
6474,0.778104
6476,0.411168
6477,0.365502
6482,0.797816
6488,0.28733
6489,0.259137
6494,0.35331
6499,0.722765
6507,0.258795
6524,0.354436
6527,0.321079
6531,0.299475
6536,0.355181
6538,0.09867
6542,0.796826
6565,0.29838
6584,0.392768
6588,0.383079
6597,0.324022
6603,0.772925
6609,0.763331
6613,0.763507
6622,0.285129
6630,0.378886
6637,0.301669
6639,0.782767
6640,0.255099
6646,0.402677
6647,0.425503
6648,0.872415
6669,0.289345
6680,0.281339
6681,0.273906
6684,0.0541829
6693,0.394398
6694,0.36865
6704,0.275081
6706,0.338723
6710,0.398736
6713,0.376335
6718,0.199702
6732,0.406
6737,0.391121
6739,0.342572
6742,0.391087
6746,0.667299
6753,0.309931
6771,0.249599
6784,0.280787
6790,0.886026
6795,0.362347
6807,0.293917
6808,0.33078
6818,0.303881
6823,0.374572
6830,0.428758
6831,0.370501
6832,0.343142
6836,0.426483
6846,0.382284
6850,0.399068
6854,0.407215
6868,0.78263
6876,0.590954
6877,0.72459
6881,0.129064
6882,0.322028
6884,0.453283
6886,0.348352
6901,0.401458
6910,0.405596
6913,0.362544
6914,0.732095
6918,0.762333
6930,0.698851
6941,0.321702
6944,0.661248
6945,0.310064
6947,0.377591
6949,0.797377
6952,0.570414
6963,0.658164
6964,0.681275
6972,0.733072
6979,0.513305
6981,0.348018
6988,0.809251
6990,0.325276
6998,0.376431
7004,0.414715
7016,0.530363
7027,0.378422
7042,0.311991
7056,0.247168
7061,0.298162
7069,0.686582
7071,0.387807
7088,0.76394
7099,0.398016
7108,0.360707
7121,0.768908
7125,0.791804
7136,0.6148
7149,0.668845
7150,0.588349
7151,0.280769
7167,0.363269
7177,0.762241
7178,0.186778
7183,0.680814
7186,0.400845
7190,0.260168
7201,0.451877
7202,0.372969
7207,0.376929
7213,0.384209
7224,0.723622
7225,0.312068
7233,0.353487
7239,0.311836
7246,0.283228
7248,0.377433
7261,0.389148
7264,0.360695
7266,0.294607
7274,0.29362
7279,0.347669
7293,0.357344
7315,0.272042
7322,0.356794
7326,0.792008
7341,0.356666
7363,0.379803
7365,0.749483
7371,0.359478
7377,0.392092
7393,0.784437
7405,0.284021
7410,0.320331
7434,0.653897
7438,0.42044
7447,0.746854
7450,0.656235
7452,0.414461
7453,0.186526
7455,0.320543
7456,0.423794
7457,0.893523
7466,0.383453
7470,0.766407
7474,0.381078
7487,0.575432
7488,0.312558
7492,0.68879
7496,0.378522
7501,0.526603
7505,0.56269
7512,0.282956
7526,0.603755
7536,0.557378
7538,0.7004
7539,0.456085
7544,0.762125
7554,0.526754
7564,0.293238
7566,0.701368
7580,0.664739
7581,0.823524
7584,0.363725
7587,0.330444
7589,0.417689
7590,0.441598
7594,0.658759
7597,0.342876
7602,0.79369
7603,0.34085
7605,0.72508
7609,0.375397
7613,0.368605
7619,0.240743
7625,0.305368
7626,0.424945
7636,0.452702
7639,0.759615
7641,0.364378
7643,0.789648
7644,0.296188
7657,0.378368
7661,0.796983
7666,0.313291
7673,0.371472
7683,0.39444
7685,0.369736
7699,0.339067
7704,0.686292
7705,0.51869
7708,0.610897
7728,0.279687
7733,0.385357
7741,0.321673
7743,0.383642
7745,0.369206
7754,0.768893
7756,0.307232
7757,0.398913
7770,0.718524
7773,0.9084
7774,0.393361
7776,0.721641
7777,0.34706
7778,0.37681
7781,0.363663
7784,0.353267
7789,0.787148
7794,0.701996
7799,0.411988
7801,0.767312
7818,0.263327
7823,0.352947
7828,0.381805
7832,0.385308
7839,0.386653
7851,0.833069
7856,0.368956
7868,0.33387
7869,0.199236
7872,0.347886
7874,0.342286
7878,0.30971
7888,0.397721
7913,0.314822
7923,0.420735
7925,0.393273
7926,0.638778
7938,0.365518
7942,0.722541
7945,0.349302
7954,0.662089
7963,0.34458
7969,0.414406
7970,0.392876
7977,0.393834
7981,0.313345
7990,0.237417
8020,0.557853
8023,0.393426
8025,0.488671
8034,0.452543
8039,0.414386
8046,0.34919
8051,0.345358
8055,0.344123
8060,0.408914
8063,0.309523
8073,0.898489
8074,0.437512
8076,0.689423
8080,0.402563
8088,0.316743
8102,0.500224
8103,0.403626
8104,0.405783
8105,0.350268
8109,0.245365
8115,0.400977
8121,0.645467
8126,0.329056
8135,0.855346
8153,0.732289
8156,0.26964
8160,0.736594
8161,0.368366
8162,0.354486
8171,0.414738
8181,0.360721
8183,0.374054
8185,0.233033
8191,0.897583
8203,0.26736
8204,0.758787
8207,0.623195
8208,0.41288
8209,0.596828
8210,0.330341
8225,0.362117
8226,0.364049
8231,0.534851
8233,0.166561
8244,0.720852
8250,0.310669
8261,0.391753
8265,0.307263
8278,0.397788
8279,0.359502
8280,0.249866
8296,0.756199
8299,0.3647
8300,0.426066
8301,0.30207
8305,0.396639
8327,0.371869
8334,0.411641
8349,0.272916
8355,0.313223
8361,0.331769
8362,0.345673
8364,0.324975
8365,0.339398
8375,0.347661
8378,0.745424
8380,0.322294
8381,0.379618
8387,0.424302
8399,0.774424
8402,0.863279
8409,0.42701
8433,0.729977
8436,0.446692
8442,0.384998
8448,0.348356
8464,0.412709
8469,0.604399
8474,0.606196
8478,0.372402
8482,0.34112
8490,0.177639
8510,0.382893
8511,0.352198
8527,0.349574
8532,0.276371
8533,0.365145
8538,0.35577
8541,0.41636
8545,0.358105
8553,0.296171
8554,0.406444
8555,0.374716
8569,0.318953
8586,0.886202
8593,0.394298
8600,0.901599
8606,0.855472
8607,0.314919
8611,0.268986
8613,0.741042
8618,0.79237
8630,0.29784
8637,0.327034
8650,0.361533
8652,0.17435
8661,0.390729
8669,0.406241
8673,0.401683
8674,0.416095
8678,0.746323
8682,0.351358
8688,0.296809
8689,0.736589
8695,0.372834
8698,0.300135
8703,0.312817
8709,0.394598
8716,0.390647
8723,0.40049
8737,0.52131
8753,0.384559
8773,0.41646
8774,0.395998
8778,0.718411
8786,0.54653
8794,0.37901
8795,0.581168
8800,0.292582
8804,0.412874
8808,0.327669
8809,0.212424
8817,0.353199
8818,0.305684
8825,0.347104
8830,0.364342
8833,0.430139
8834,0.312906
8836,0.47871
8837,0.39912
8844,0.321742
8851,0.338466
8861,0.892211
8864,0.394487
8865,0.406098
8869,0.297047
8873,0.754146
8880,0.834332
8884,0.24315
8888,0.298495
8889,0.247641
8891,0.801871
8893,0.288229
8897,0.467653
8905,0.419159
8910,0.761921
8918,0.341143
8939,0.370311
8940,0.32803
8941,0.34958
8944,0.341112
8949,0.290064
8950,0.348558
8958,0.831465
8967,0.771698
8975,0.555516
8979,0.309463
8980,0.337809
8991,0.309148
8995,0.257689
8996,0.364083
8998,0.648777
9000,0.415864
9001,0.649432
9002,0.422264
9024,0.443264
9026,0.320896
9027,0.31005
9034,0.392731
9038,0.335381
9050,0.34387
9052,0.860902
9054,0.413341
9078,0.793059
9097,0.239944
9109,0.284133
9112,0.661309
9115,0.409807
9125,0.413481
9132,0.241604
9136,0.252183
9139,0.305817
9140,0.305881
9142,0.581339
9143,0.298872
9147,0.460784
9159,0.333748
9165,0.699279
9172,0.426946
9177,0.37765
9179,0.376898
9185,0.377112
9196,0.903149
9201,0.423144
9209,0.395394
9210,0.60801
9212,0.171809
9214,0.377478
9240,0.840977
9241,0.31041
9244,0.362145
9249,0.322308
9250,0.738121
9255,0.412087
9258,0.523721
9263,0.311888
9266,0.616686
9269,0.323467
9272,0.374371
9276,0.749491
9290,0.404317
9299,0.362199
9303,0.302395
9310,0.108656
9311,0.307574
9314,0.323696
9315,0.799926
9325,0.304861
9328,0.544499
9329,0.402986
9332,0.880228
9337,0.468089
9353,0.869593
9355,0.312837
9356,0.371059
9362,0.786766
9364,0.343474
9366,0.372237
9387,0.822113
9388,0.909129
9396,0.438692
9400,0.329116
9406,0.379892
9411,0.309545
9416,0.749922
9417,0.80323
9423,0.777259
9425,0.572563
9426,0.447607
9427,0.309701
9429,0.764633
9430,0.774731
9434,0.299632
9442,0.447644
9458,0.293754
9476,0.346765
9481,0.354636
9483,0.465278
9484,0.391242
9487,0.740562
9488,0.371375
9490,0.353603
9502,0.829654
9505,0.337749
9509,0.352232
9515,0.439975
9516,0.45093
9532,0.27482
9539,0.620577
9542,0.327676
9549,0.371733
9550,0.581237
9553,0.357888
9554,0.209405
9561,0.34107
9566,0.372111
9571,0.395763
9577,0.381459
9584,0.410044
9592,0.402635
9596,0.777696
9602,0.31191
9603,0.332218
9604,0.744062
9608,0.769503
9609,0.446484
9613,0.456177
9623,0.395582
9630,0.9024
9633,0.438864
9648,0.390021
9665,0.393509
9668,0.370987
9678,0.34643
9679,0.320398
9693,0.783079
9718,0.791776
9720,0.80569
9744,0.339394
9745,0.331935
9746,0.618167
9753,0.34367
9758,0.383487
9759,0.326284
9763,0.37971
9766,0.345571
9767,0.321417
9777,0.526582
9781,0.36499
9789,0.33738
9790,0.273676
9799,0.304363
9802,0.273279
9805,0.747219
9807,0.295761
9812,0.277368
9818,0.340145
9820,0.798196
9822,0.447238
9824,0.388492
9834,0.363565
9836,0.223453
9847,0.353232
9864,0.789235
9869,0.351621
9875,0.415369
9880,0.340231
9889,0.798409
9894,0.397166
9909,0.802811
9915,0.404375
9919,0.285473
9920,0.769605
9940,0.727516
9946,0.603135
9958,0.793973
9959,0.406561
9973,0.732236
9976,0.348383
9978,0.442245
9982,0.387557
9987,0.277283
9988,0.230291
9992,0.402976
10000,0.021124
10002,0.738311
10005,0.422711
10008,0.269207
10009,0.380991
10011,0.281431
10021,0.292672
10022,0.741875
10053,0.375887
10074,0.377866
10076,0.422322
10090,0.316338
10092,0.263103
10099,0.436488
10102,0.4202
10103,0.333381
10106,0.417271
10108,0.772127
10113,0.788469
10119,0.332283
10122,0.369466
10125,0.323097
10140,0.306255
10155,0.331337
10159,0.358455
10164,0.424186
10175,0.431955
10176,0.701889
10178,0.392563
10186,0.446115
10200,0.270506
10204,0.398848
10206,0.360319
10211,0.450564
10212,0.439967
10217,0.406259
10220,0.461229
10230,0.451265
10234,0.310347
10235,0.391039
10239,0.341814
10240,0.346309
10242,0.336602
10245,0.32252
10246,0.72092
10247,0.366732
10250,0.35195
10254,0.818117
10257,0.416649
10260,0.360543
10261,0.788644
10265,0.381783
10273,0.288993
10274,0.276873
10277,0.310791
10289,0.786098
10290,0.279347
10298,0.378636
10301,0.431389
10304,0.39069
10305,0.413078
10313,0.365748
10320,0.360217
10323,0.332778
10328,0.313911
10332,0.874856
10336,0.897562
10343,0.384771
10348,0.411883
10350,0.304565
10351,0.312933
10354,0.323259
10372,0.248291
10373,0.729998
10380,0.400415
10383,0.278711
10396,0.730644
10397,0.51087
10399,0.740748
10400,0.445602
10401,0.360309
10402,0.326262
10403,0.45181
10410,0.876507
10412,0.548919
10415,0.287186
10424,0.364997
10428,0.281029
10432,0.371932
10462,0.384713
10477,0.327374
10482,0.345138
10484,0.401548
10493,0.374538
10495,0.336233
10497,0.319294
10516,0.387763
10521,0.172658
10522,0.81863
10523,0.760446
10528,0.34601
10530,0.230679
10532,0.517099
10533,0.412451
10543,0.827544
10547,0.604322
10552,0.428399
10558,0.296585
10571,0.331599
10572,0.249033
10574,0.264527
10583,0.458779
10600,0.335378
10607,0.589481
10608,0.573685
10614,0.143983
10630,0.362955
10634,0.418013
10635,0.390166
10641,0.755749
10643,0.546248
10644,0.421633
10648,0.552082
10669,0.391607
10675,0.576181
10686,0.774512
10704,0.431535
10707,0.389328
10722,0.321687
10736,0.770534
10764,0.26212
10767,0.783385
10776,0.395298
10779,0.355652
10781,0.401615
10792,0.69804
10797,0.395962
10798,0.376358
10801,0.538176
10802,0.50074
10805,0.39113
10808,0.381928
10810,0.752154
10816,0.362009
